ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	gene_type
GO:2000177	GO:2000177	regulation of neural precursor cell proliferation	15/1376	90/18903	0.00203811620390803	0.01506891077212	0.0107490733035992	GLI1/NOTCH1/SMARCD3/LRRK2/CTNNA1/GNAI2/GLI3/LYN/FOXO3/RHOA/DISC1/BTG2/GNG5/SPINT1/SPINT2	15	PPI_node
GO:0033032	GO:0033032	regulation of myeloid cell apoptotic process	8/1376	33/18903	0.00207376184283284	0.0151178821366822	0.0107840059404311	PTEN/MAEA/STAT5B/NOD2/CXCR2/PIK3CD/CLEC5A/HCAR2	8	PPI_node
GO:0033002	GO:0033002	muscle cell proliferation	31/1376	247/18903	0.0021027878555735	0.0153100056066533	0.010921052956854	TLR4/GLI1/IGF1R/NOTCH1/PTEN/TCF7L2/MFN2/SOD2/TGFB1/MAPK14/CYBA/CFLAR/GNAI2/RBPJ/IL6R/MAP3K5/TGFBR2/CCL5/DDIT3/MYD88/PTGS2/MMP9/RHOA/GNAI3/PTAFR/PRKAR1A/EPHB1/FES/TRIB1/PDGFD/ZNF143	31	PPI_node
GO:0051547	GO:0051547	regulation of keratinocyte migration	5/1376	14/18903	0.00232855517116033	0.0166081271872908	0.0118470391968862	PTEN/MMP9/ADAM9/IQSEC1/MAP4K4	5	PPI_node
GO:0051546	GO:0051546	keratinocyte migration	6/1376	20/18903	0.00234484727653024	0.0166081271872908	0.0118470391968862	PTEN/MMP9/ADAM9/IQSEC1/MAP4K4/LRG1	6	PPI_node
GO:0006906	GO:0006906	vesicle fusion	18/1376	119/18903	0.00238297549816218	0.0168573451907029	0.0120248133325065	VAMP3/CORO1A/RAB7A/SNCA/RAB34/CHMP1A/GNAI3/DYSF/CHMP4B/SNAP23/PLEKHM1/STX3/STX12/STX10/CHMP2A/STX11/TOM1/VPS8	18	PPI_node
GO:0033628	GO:0033628	regulation of cell adhesion mediated by integrin	10/1376	49/18903	0.00242581702845528	0.017097086805718	0.0121958276966296	CYP1B1/PLAU/SYK/LYN/CCL5/ADAM9/FERMT3/CRK/PTPN6/EFNA1	10	PPI_node
GO:0044272	GO:0044272	sulfur compound biosynthetic process	21/1376	148/18903	0.00244159273388658	0.0171871331267446	0.0122600602427022	ACSS2/HAGH/ACSL1/PPT1/ELOVL5/ACSL4/SP1/SNCA/NFE2L2/MGST2/CHSY1/CHST11/CHST15/B3GNT7/ST3GAL6/ST3GAL2/NDST1/DSE/CSGALNACT1/CHST13/EXT1	21	PPI_node
GO:0010721	GO:0010721	negative regulation of cell development	25/1376	188/18903	0.0025014032095092	0.0175865526263653	0.0125449772845001	NOTCH1/PTEN/CTNNA1/FGF13/ULK1/GSK3B/PSEN1/SPP1/MBP/CORO1C/RTN4/PPP3CA/SORL1/DRD3/EFNA5/IFRD1/GSK3A/ID1/SEMA4A/KIAA0319/DIP2B/SEMA4B/SEMA6B/S1PR3/RAPGEF2	25	PPI_node
GO:0150115	GO:0150115	cell-substrate junction organization	16/1376	101/18903	0.00252044863691693	0.0176987385901152	0.0126250026537002	PTEN/ITGB4/SLC9A1/ITGA5/TLN1/RAC1/CORO1C/ACTN1/RHOA/TRIP6/IQSEC1/EFNA5/DUSP3/PTPRJ/PPM1F/MAP4K4	16	PPI_node
GO:0060317	GO:0060317	cardiac epithelial to mesenchymal transition	8/1376	34/18903	0.00254141296249402	0.0178241080478467	0.0127144321759509	NOTCH1/JAG1/HEY1/RBPJ/TGFBR2/RTN4/ADAM15/EFNA1	8	PPI_node
GO:0001963	GO:0001963	synaptic transmission, dopaminergic	7/1376	27/18903	0.00259545767899524	0.018004809322812	0.0128433314228859	SNCA/FLOT1/PTGS2/ADORA2A/ARRB2/PNKD/DRD3	7	PPI_node
GO:0007568	GO:0007568	aging	23/1376	169/18903	0.00270636862388197	0.0186388127582256	0.0132955837127198	ABAT/CD68/IGF1R/SOD2/CTNNA1/MME/TGFBR2/PPP1R9B/APAF1/MBP/NFE2L2/FOXO3/PTGS2/GRB2/TNFRSF1B/ADM/PPP3CA/JUND/AVPR1B/ATP2B1/ATP8A2/GSK3A/HYAL2	23	PPI_node
GO:0031529	GO:0031529	ruffle organization	11/1376	58/18903	0.00277302279425394	0.0190413028621649	0.013582691102009	ICAM1/RAC1/CYFIP1/CORO1C/ARHGAP24/RHOG/PLEKHM1/TCIRG1/NDEL1/DEF8/SNX10	11	PPI_node
GO:0006623	GO:0006623	protein targeting to vacuole	9/1376	42/18903	0.00278142591546806	0.0190413028621649	0.013582691102009	RAB7A/LAMP2/LAPTM5/ZFYVE16/SORT1/SORL1/NCOA4/VPS37B/VPS37C	9	PPI_node
GO:0014002	GO:0014002	astrocyte development	9/1376	42/18903	0.00278142591546806	0.0190413028621649	0.013582691102009	LRP1/TLR4/GRN/PSEN1/S100A8/VIM/ADORA2A/C5AR1/IFNGR1	9	PPI_node
GO:0001701	GO:0001701	in utero embryonic development	44/1376	393/18903	0.00290909890061557	0.0197301044238285	0.0140740324199001	BCL2L1/NOTCH1/NCOA1/MFN2/TFEB/NOTCH2/DBN1/CEBPB/SOCS3/HEY1/RBPJ/YBX1/FURIN/EGLN1/GLI3/TGFBR2/BCL2L11/GRB2/RTN4/ADM/TTLL4/MAFG/EPN1/ASF1B/UBE2B/ATP11A/PLCD3/CCDC24/CHST11/MGAT1/JUNB/NDEL1/CMIP/CIR1/HM13/ELL/SPINT1/ST14/LATS2/SALL4/SPINT2/PELO/STK3/ZFP36L1	44	PPI_node
GO:1904062	GO:1904062	regulation of cation transmembrane transport	44/1376	394/18903	0.00305083472691497	0.0205662152767327	0.0146704535536976	G6PD/CORO1A/PPIF/CYBA/SLC9A1/CCR2/FGF13/SNCA/CAPN1/LYN/TLR9/CD63/DLG4/MMP9/P2RX1/CTSS/PPP3R1/PPP3CA/SLC8A1/DAPK1/PTPN6/KCNQ1/PRKACA/WWP2/OPRL1/NTSR1/DRD3/GPR35/HECW2/STAC3/RYR2/FKBP1A/TMBIM6/VMP1/GNB2/TCIRG1/PLCG2/CAB39/KCNC1/CHP1/SLC43A2/IFNGR2/KCNJ2/KCNE3	44	PPI_node
GO:0097503	GO:0097503	sialylation	6/1376	21/18903	0.00308293181838613	0.0207166487888731	0.0147777619632946	ST3GAL6/ST3GAL2/ST8SIA4/ST6GALNAC3/ST6GALNAC4/ST6GALNAC2	6	PPI_node
GO:0008217	GO:0008217	regulation of blood pressure	25/1376	191/18903	0.00309894542975813	0.0207683711257475	0.0148146569452149	ABAT/SCPEP1/SOD2/CYBA/ANPEP/SGK1/PTGS2/RHOA/ADM/P2RX1/AGTRAP/PRCP/KCNQ1/CTSZ/OPRL1/AVPR1B/NTSR1/PTAFR/DRD3/ATP2B1/GSK3A/RENBP/EXT1/ECE1/F2RL1	25	PPI_node
GO:0030278	GO:0030278	regulation of ossification	18/1376	122/18903	0.00314396712834371	0.0210209237402677	0.0149948097517148	RXRA/MAPK3/NOTCH1/TGFB1/MAPK14/RBPJ/VDR/ALOX5/FBN2/SRGN/SLC8A1/SGMS2/NBR1/ATP2B1/CHSY1/BMP2K/ESRRA/FAM20C	18	PPI_node
GO:0000281	GO:0000281	mitotic cytokinesis	14/1376	85/18903	0.00316823443836117	0.0211584887317127	0.0150929386874695	RAB35/ARF1/RHOB/RHOA/CFL1/SNX18/UNC119/EXOC6/CHMP1A/CHMP4B/ARL3/KIF4A/KLHDC8B/CHMP2A	14	PPI_node
GO:0032958	GO:0032958	inositol phosphate biosynthetic process	7/1376	28/18903	0.00324630461846972	0.0214795906048863	0.0153219895873562	SNCA/AVPR1B/NTSR1/PTAFR/PLCG2/IP6K1/IPMK	7	PPI_node
GO:0090382	GO:0090382	phagosome maturation	7/1376	28/18903	0.00324630461846972	0.0214795906048863	0.0153219895873562	CORO1A/RAB7A/MYO7A/RAB34/RAB31/TCIRG1/RAB43	7	PPI_node
GO:0098739	GO:0098739	import across plasma membrane	26/1376	202/18903	0.00326842301714048	0.0215502718142007	0.015372408460465	SLC22A4/SLC19A1/ACSL1/CD36/SLC2A3/SLC9A1/PSEN1/P2RX1/PPP3R1/PPP3CA/SLC8A1/SLC6A6/KCNQ1/SLC15A3/NTSR1/SLC24A4/TRPV4/CACNA1E/HFE/SLC36A1/SLC43A2/TRPM2/KCNJ2/KCNJ15/SLC12A6/SLC15A4	26	PPI_node
GO:0003214	GO:0003214	cardiac left ventricle morphogenesis	5/1376	15/18903	0.00328526268602737	0.0215502718142007	0.015372408460465	NOTCH1/RBPJ/TGFBR2/RYR2/GSK3A	5	PPI_node
GO:0021554	GO:0021554	optic nerve development	5/1376	15/18903	0.00328526268602737	0.0215502718142007	0.015372408460465	GLI3/LPAR1/TCIRG1/EPHB1/EXT1	5	PPI_node
GO:1905153	GO:1905153	regulation of membrane invagination	5/1376	15/18903	0.00328526268602737	0.0215502718142007	0.015372408460465	CD36/RAB31/PLCG2/CD300A/F2RL1	5	PPI_node
GO:0090207	GO:0090207	regulation of triglyceride metabolic process	9/1376	43/18903	0.00329459652866315	0.0215502718142007	0.015372408460465	NR1H2/ABHD5/PNPLA2/DGAT2/PLIN5/SORL1/CNEP1R1/MBOAT7/PANK2	9	PPI_node
GO:0097553	GO:0097553	calcium ion transmembrane import into cytosol	24/1376	182/18903	0.00336449480097106	0.0219823890644973	0.0156806497175426	PTPRC/CORO1A/CYBA/SNCA/LYN/DDIT3/P2RX1/PPP3R1/PPP3CA/SLC8A1/PTPN6/PRKACA/NTSR1/RYR2/FKBP1A/TMBIM6/SLC24A4/TRPV4/CACNA1E/PLCG2/NOL3/TPCN2/TRPM2/SLC8B1	24	PPI_node
GO:0044282	GO:0044282	small molecule catabolic process	43/1376	385/18903	0.00336929110734987	0.0219886538099257	0.0156851185347555	ABAT/ACOX1/GLUL/HAGH/ALDH3B1/CYP27A1/DPYD/PTEN/ABHD2/PLIN5/ACAA1/GK/HK2/PKM/ENO1/SCARF1/PGK1/APOBEC3A/CDA/PNKD/DDAH2/CYP4F3/SLC25A44/GLB1/HK3/NTSR1/INPP5A/PGD/MGAT1/BCKDK/IL4I1/GSK3A/HGD/HAL/NPL/RENBP/NAGK/SULT1A4/SULT1A1/SRD5A3/LDHD/NQO2/SULT1B1	43	PPI_node
GO:0007044	GO:0007044	cell-substrate junction assembly	15/1376	95/18903	0.00349588655106345	0.0226856511184525	0.0161823061069075	PTEN/ITGB4/SLC9A1/ITGA5/TLN1/RAC1/CORO1C/ACTN1/RHOA/TRIP6/EFNA5/DUSP3/PTPRJ/PPM1F/MAP4K4	15	PPI_node
GO:0034109	GO:0034109	homotypic cell-cell adhesion	15/1376	95/18903	0.00349588655106345	0.0226856511184525	0.0161823061069075	ABAT/ACTB/TLN1/PLAUR/SYK/LYN/CCL5/PRKCD/CEACAM1/FERMT3/PTPN6/SH2B3/CLIC1/F11R/DSC2	15	PPI_node
GO:0032092	GO:0032092	positive regulation of protein binding	14/1376	86/18903	0.00353666165788915	0.0227953557926938	0.0162605615032663	LRP1/TCF7L2/MAPRE3/LRRK2/GSK3B/PSEN1/FLOT1/MMP9/FKBP1A/HFE/RALB/TRIM21/STK3/RAPGEF2	14	PPI_node
GO:0010324	GO:0010324	membrane invagination	20/1376	143/18903	0.00361636595553981	0.0232306916202277	0.016571098661035	CDC42/ARF1/CD36/RAC2/RAC1/ITGB2/ITGAM/GSN/RHOA/SNX18/FCHO2/RAB31/FCGR1A/ARHGAP25/RHOG/XKR8/PLCG2/CHMP2A/CD300A/F2RL1	20	PPI_node
GO:0009895	GO:0009895	negative regulation of catabolic process	38/1376	332/18903	0.00373650177809696	0.0238420436397501	0.0170071930657021	HMGCR/STAT3/PLIN5/BANP/GABARAPL2/MAPK14/TIMP2/HDAC4/LRRK2/PSEN1/SNCA/E2F1/ZFP36/YBX1/FURIN/MYD88/MCL1/MAPKAPK2/SLC11A1/SDCBP/SORL1/IGF2BP2/CHMP4B/HCAR2/CTSA/HFE/GSK3A/IRAK3/DHX34/CBFA2T3/QSOX1/DAP/ZDHHC7/RYBP/PHF23/N4BP1/RBM38/TBC1D14	38	PPI_node
GO:0150116	GO:0150116	regulation of cell-substrate junction organization	12/1376	69/18903	0.00385554588448769	0.0244925475810582	0.0174712156254706	PTEN/SLC9A1/TLN1/RAC1/CORO1C/RHOA/IQSEC1/EFNA5/DUSP3/PTPRJ/PPM1F/MAP4K4	12	PPI_node
GO:0043154	GO:0043154	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	13/1376	78/18903	0.00394171822713788	0.0249019244117972	0.0177632355085898	RAF1/SNCA/PLAUR/RPS6KA1/PTGS2/MMP9/ADORA2A/ARRB2/NAIP/TNFSF14/PAK2/FNIP1/NOL3	13	PPI_node
GO:0006740	GO:0006740	NADPH regeneration	6/1376	22/18903	0.00398138029589305	0.0249871950662291	0.017824061438811	TALDO1/TKT/G6PD/PGAM1/PGD/PGLS	6	PPI_node
GO:0015874	GO:0015874	norepinephrine transport	6/1376	22/18903	0.00398138029589305	0.0249871950662291	0.017824061438811	ACTB/SLC29A4/SLC22A1/SNCA/ADORA2A/KCNB1	6	PPI_node
GO:0031330	GO:0031330	negative regulation of cellular catabolic process	30/1376	247/18903	0.00400670136099004	0.0250911462278393	0.0178982126945347	STAT3/PLIN5/MAPK14/TIMP2/LRRK2/PSEN1/SNCA/E2F1/ZFP36/YBX1/FURIN/MYD88/MCL1/MAPKAPK2/SLC11A1/SDCBP/SORL1/IGF2BP2/CHMP4B/CTSA/HFE/GSK3A/DHX34/QSOX1/DAP/RYBP/PHF23/N4BP1/RBM38/TBC1D14	30	PPI_node
GO:0006979	GO:0006979	response to oxidative stress	47/1376	434/18903	0.00408835653747794	0.0254104199076607	0.018125959493239	ALDH3B1/TLR4/MAPK3/CYP1B1/G6PD/CD36/SP1/SOD2/PPIF/PXN/RHOB/NCF1/LRRK2/CAMKK2/PSEN1/SNCA/HSPA1B/MAP3K5/TLR6/ALOX5/HSPA1A/NFE2L2/FOXO3/PRKCD/PTGS2/MCL1/MMP9/ADAM9/SLC8A1/SIRPA/DAPK1/CRK/MCTP1/RRM2B/KDM6B/MTF1/MAPK13/NOL3/PLK3/HYAL2/CPEB2/TRPM2/RGS14/MSRB2/HYAL1/PDGFD/OSER1	47	PPI_node
GO:0003056	GO:0003056	regulation of vascular associated smooth muscle contraction	4/1376	10/18903	0.0041109003934383	0.0254104199076607	0.018125959493239	RHOA/P2RX1/DOCK5/ATP2B1	4	PPI_node
GO:0022600	GO:0022600	digestive system process	16/1376	106/18903	0.00413224587565549	0.0254909120536912	0.018183376780469	NR1H2/TLR4/CD36/LPCAT3/NOD2/VDR/SGK1/TLR9/PPP3CA/KCNQ1/OPRL1/DRD3/TYMP/F11R/SNX10/HRH2	16	PPI_node
GO:0070588	GO:0070588	calcium ion transmembrane transport	39/1376	345/18903	0.00413281977275378	0.0254909120536912	0.018183376780469	PTPRC/G6PD/CORO1A/CYBA/SLC9A1/PSEN1/SNCA/TRPM6/LYN/TLR9/DDIT3/P2RX1/PPP3R1/PPP3CA/SLC8A1/PTPN6/PRKACA/OPRL1/NTSR1/DRD3/GPR35/STAC3/RYR2/FKBP1A/TMBIM6/VMP1/ATP2B1/SLC24A4/TRPV4/ATP2B2/CACNA1E/PLCG2/NOL3/TPCN2/TRPM2/ORAI3/ORAI2/MICU1/SLC8B1	39	PPI_node
GO:0043112	GO:0043112	receptor metabolic process	11/1376	61/18903	0.00417024466673553	0.0256389505798225	0.018288976779912	VAMP3/SH3GLB1/TGFB1/PSEN1/SNCA/CAPN1/FURIN/LAPTM5/SORL1/ECE1/LMTK2	11	PPI_node
GO:0098900	GO:0098900	regulation of action potential	11/1376	61/18903	0.00417024466673553	0.0256389505798225	0.018288976779912	CD36/SLC9A1/FGF13/NTSR1/GPR35/RYR2/DSC2/KCNJ2/KCNB1/SCN9A/KCNE3	11	PPI_node
GO:0051494	GO:0051494	negative regulation of cytoskeleton organization	22/1376	165/18903	0.00424927195858836	0.0260968149225201	0.0186155841543393	MYADM/CORO1A/TWF2/FGF13/FLII/SNCA/SVIL/CAPZA2/PRKCD/GSN/WAS/TRIOBP/SSH2/TMOD1/ARAP1/ARHGEF2/PAK2/GMFG/CAPG/MID1IP1/SSH3/F11R	22	PPI_node
GO:0030193	GO:0030193	regulation of blood coagulation	12/1376	70/18903	0.00435207974974524	0.026614105620107	0.0189845820010793	ABAT/CD36/PLAUR/PLAU/NFE2L2/PRKCD/CEACAM1/SH2B3/F7/THBD/F12/F2RL1	12	PPI_node
GO:0032370	GO:0032370	positive regulation of lipid transport	14/1376	88/18903	0.00437837138163167	0.0266610712186498	0.019018083869205	ABCG1/LRP1/NR1H2/RXRA/ACSL1/LPCAT3/NFKBIA/SPP1/PRKCD/AVPR1B/NTSR1/ATP8A2/TNFRSF11A/EEPD1	14	PPI_node
GO:0055072	GO:0055072	iron ion homeostasis	14/1376	88/18903	0.00437837138163167	0.0266610712186498	0.019018083869205	SOD2/SLC40A1/ATP6V1A/EGLN1/SLC11A1/PICALM/ATP6V0D1/HFE/STEAP4/STEAP3/NCOA4/HYAL2/FBXL5/GLRX5	14	PPI_node
GO:0046466	GO:0046466	membrane lipid catabolic process	8/1376	37/18903	0.00444996130168817	0.0269537825144537	0.0192268829803663	CYP1B1/PPT1/PRKCD/MGST2/ASAH1/GLA/NEU1/NAGA	8	PPI_node
GO:0071402	GO:0071402	cellular response to lipoprotein particle stimulus	8/1376	37/18903	0.00444996130168817	0.0269537825144537	0.0192268829803663	ABCG1/CD68/TLR4/CD36/ITGB2/TLR6/SYK/MYD88	8	PPI_node
GO:0006735	GO:0006735	NADH regeneration	5/1376	16/18903	0.00449516836480797	0.02702761251873	0.0192795479765277	HK2/PKM/ENO1/PGK1/HK3	5	PPI_node
GO:0031269	GO:0031269	pseudopodium assembly	5/1376	16/18903	0.00449516836480797	0.02702761251873	0.0192795479765277	CDC42/CDC42EP1/CDC42EP4/CDC42EP3/F2RL1	5	PPI_node
GO:0061621	GO:0061621	canonical glycolysis	5/1376	16/18903	0.00449516836480797	0.02702761251873	0.0192795479765277	HK2/PKM/ENO1/PGK1/HK3	5	PPI_node
GO:0061718	GO:0061718	glucose catabolic process to pyruvate	5/1376	16/18903	0.00449516836480797	0.02702761251873	0.0192795479765277	HK2/PKM/ENO1/PGK1/HK3	5	PPI_node
GO:0071391	GO:0071391	cellular response to estrogen stimulus	5/1376	16/18903	0.00449516836480797	0.02702761251873	0.0192795479765277	SRA1/RARA/ARID5A/WBP2/NCOA4	5	PPI_node
GO:2001212	GO:2001212	regulation of vasculogenesis	5/1376	16/18903	0.00449516836480797	0.02702761251873	0.0192795479765277	HEY1/ADM/CEACAM1/RIN2/RAPGEF2	5	PPI_node
GO:0015850	GO:0015850	organic hydroxy compound transport	34/1376	292/18903	0.00450401118025665	0.0270523941958811	0.0192972254363197	ABAT/ABCG1/LRP1/NR1H2/ACTB/NPC2/RXRA/SLC29A4/SLC22A1/CD36/LPCAT3/NFKBIA/SNCA/FURIN/SLC16A3/SYK/SPP1/ADORA2A/P2RX1/VAPA/CEACAM1/AQP9/KCNQ1/RALBP1/OSBPL11/DRD3/STX12/EEPD1/TPCN2/SYT2/OSBPL8/KCNB1/GRAMD1A/OSBPL2	34	PPI_node
GO:0022617	GO:0022617	extracellular matrix disassembly	11/1376	62/18903	0.00474376248318227	0.0283143323214942	0.0201974010111806	LRP1/TGFB1/FLOT1/FURIN/MMP9/LCP1/ADAM15/SH3PXD2B/ADAM8/ADAMTS5/CTSS	11	PPI_node
GO:0010876	GO:0010876	lipid localization	51/1376	483/18903	0.00475150104647343	0.0283310104019696	0.0202092979500042	ABCG1/LRP1/NR1H2/NPC2/RXRA/ABCG2/SLCO3A1/DGAT1/ABHD5/ACSL1/PNPLA2/PLIN3/DGAT2/PLIN5/EHD1/CD36/LPCAT3/NFKBIA/STAT5B/FURIN/SYK/SPP1/PRKCD/PTGS2/VAPA/CEACAM1/APOBR/AQP9/KCNQ1/PCTP/STARD10/OSBPL11/AVPR1B/NTSR1/DRD3/ATP11A/VMP1/ZFYVE1/XKR8/STX12/ATP8A2/TNFRSF11A/EEPD1/PISD/TPCN2/OSBPL8/PITPNA/GRAMD1A/LRP10/PDZD8/OSBPL2	51	PPI_node
GO:0048588	GO:0048588	developmental cell growth	28/1376	229/18903	0.00484172878246676	0.0288389874465016	0.0205716521088942	CTDP1/G6PD/IQGAP1/DBN1/TWF2/FGF13/ULK1/GSK3B/TGFBR2/SPP1/CYFIP1/RTN4/SPAG9/CDKL5/MAP2K4/EFNA5/DISC1/IFRD1/GSK3A/NDEL1/MUL1/SEMA4A/KIAA0319/SYT2/EXT1/DIP2B/SEMA4B/SEMA6B	28	PPI_node
GO:0034976	GO:0034976	response to endoplasmic reticulum stress	31/1376	261/18903	0.00485479303087717	0.0288867747320106	0.0206057401091939	NR1H2/BCL2L1/TMEM33/LPCAT3/LRRK2/CEBPB/GSK3B/FLOT1/CASP4/MAP3K5/ALOX5/HSPA1A/APAF1/ATF6/NFE2L2/DDIT3/BCL2L11/BBC3/OS9/EDEM2/TMBIM6/DNAJC3/UBE2J1/BCAP31/DNAJB12/TMUB2/TRIM25/HM13/ERP44/RCN3/NRBF2	31	PPI_node
GO:0043094	GO:0043094	cellular metabolic compound salvage	7/1376	30/18903	0.00491300156586765	0.0289922749458513	0.0206809963469717	PDXK/PGM2/AMPD2/CDA/AMPD3/PRTFDC1/TK2	7	PPI_node
GO:0071248	GO:0071248	cellular response to metal ion	25/1376	198/18903	0.0049753548184692	0.0292697978540334	0.0208789611586684	MAPK3/PPIF/SLC40A1/IQGAP1/NCF1/LRRK2/SNCA/TLR9/NFE2L2/CYBB/PTGS2/DLG4/MMP9/NCSTN/ALOX5AP/JUND/HFE/MTF1/PLCG2/GSK3A/JUNB/SYT2/CPNE2/TRPM2/KCNB1	25	PPI_node
GO:0040001	GO:0040001	establishment of mitotic spindle localization	8/1376	38/18903	0.00528398279301759	0.0308322010223939	0.0219934668081116	NDEL1/NDE1/GPSM2/NSFL1C/INSC/KPNB1/UBXN2B/SAPCD2	8	PPI_node
GO:0042092	GO:0042092	type 2 immune response	8/1376	38/18903	0.00528398279301759	0.0308322010223939	0.0219934668081116	CCR2/NOD2/NLRP3/BCL6/RARA/BCL3/IL4R/HLX	8	PPI_node
GO:0048525	GO:0048525	negative regulation of viral process	14/1376	91/18903	0.00593825953690438	0.034057538707403	0.0242941899147324	TNIP1/ZFP36/RNASEL/CCL5/GSN/ZNFX1/APOBEC3A/IFITM2/FCN1/TRIM25/SRPK1/TRIM21/TRIM8/N4BP1	14	PPI_node
GO:0031268	GO:0031268	pseudopodium organization	5/1376	17/18903	0.00599127382496723	0.034057538707403	0.0242941899147324	CDC42/CDC42EP1/CDC42EP4/CDC42EP3/F2RL1	5	PPI_node
GO:0090594	GO:0090594	inflammatory response to wounding	5/1376	17/18903	0.00599127382496723	0.034057538707403	0.0242941899147324	TLR4/GRN/TGFB1/CCR2/ALOX5	5	PPI_node
GO:1903729	GO:1903729	regulation of plasma membrane organization	5/1376	17/18903	0.00599127382496723	0.034057538707403	0.0242941899147324	SH3GLB1/PRKCD/GSN/ASAP1/PLEKHM2	5	PPI_node
GO:0009311	GO:0009311	oligosaccharide metabolic process	11/1376	64/18903	0.00607734864374206	0.0342734664685835	0.024448217194362	GAA/MGAM/GLA/ST3GAL6/NEU1/ST3GAL2/ST8SIA4/CTBS/NAGA/ST6GALNAC3/ST6GALNAC4	11	PPI_node
GO:0051893	GO:0051893	regulation of focal adhesion assembly	11/1376	64/18903	0.00607734864374206	0.0342734664685835	0.024448217194362	PTEN/SLC9A1/TLN1/RAC1/CORO1C/RHOA/EFNA5/DUSP3/PTPRJ/PPM1F/MAP4K4	11	PPI_node
GO:0090109	GO:0090109	regulation of cell-substrate junction assembly	11/1376	64/18903	0.00607734864374206	0.0342734664685835	0.024448217194362	PTEN/SLC9A1/TLN1/RAC1/CORO1C/RHOA/EFNA5/DUSP3/PTPRJ/PPM1F/MAP4K4	11	PPI_node
GO:0048755	GO:0048755	branching morphogenesis of a nerve	4/1376	11/18903	0.00609068578571127	0.0342734664685835	0.024448217194362	LRRK2/FGF13/RTN4/RERE	4	PPI_node
GO:1905897	GO:1905897	regulation of response to endoplasmic reticulum stress	13/1376	82/18903	0.00609505450811283	0.0342734664685835	0.024448217194362	NR1H2/BCL2L1/TMEM33/LPCAT3/LRRK2/ALOX5/HSPA1A/ATF6/NFE2L2/DDIT3/BCL2L11/TMBIM6/BCAP31	13	PPI_node
GO:0007006	GO:0007006	mitochondrial membrane organization	17/1376	120/18903	0.00611792446225756	0.0342999091176226	0.0244670794716136	BCL2L1/MFN2/HK2/PPIF/SLC9A1/GSK3B/SNCA/HSPA1A/BCL2L11/BID/BBC3/BNIP3L/NOL3/GSK3A/MUL1/TMEM11/MTX1	17	PPI_node
GO:0061383	GO:0061383	trabecula morphogenesis	9/1376	47/18903	0.00612968707442331	0.0342999091176226	0.0244670794716136	NOTCH1/SBNO2/SLC40A1/HEY1/RBPJ/EGLN1/RHOA/FBN2/FKBP1A	9	PPI_node
GO:1902600	GO:1902600	proton transmembrane transport	21/1376	160/18903	0.00615843022240171	0.0343935722946996	0.0245338920217357	SLC2A9/PPIF/SLC9A1/ATP6V1A/ATP6V1E1/SLC11A1/ATP6V0A1/SLC15A3/DRD3/ATP6V0D1/ATP6V1C1/TCIRG1/ATP6V0E1/ATP6V0B/ATP6V1B2/TMCO3/CLCN4/SLC36A1/SLC22A18/CHP1/SLC15A4	21	PPI_node
GO:0010821	GO:0010821	regulation of mitochondrion organization	20/1376	150/18903	0.00621741606339417	0.0346554416763119	0.0247206907374151	BCL2L1/PPIF/TNFSF10/LRRK2/CAMKK2/GSK3B/PLAUR/HSPA1A/BCL2L11/SQSTM1/MMP9/ARRB2/BID/BBC3/RALBP1/BNIP3L/NOL3/GSK3A/MUL1/PISD	20	PPI_node
GO:0006925	GO:0006925	inflammatory cell apoptotic process	6/1376	24/18903	0.00633760007267241	0.0351203563021401	0.0250523272749536	PTEN/NOD2/CXCR2/PIK3CD/HCAR2/PLEKHO2	6	PPI_node
GO:0031099	GO:0031099	regeneration	24/1376	192/18903	0.00661372291344232	0.0364390695134851	0.0259930020980734	GLI1/IGF1R/NOTCH1/PTEN/GRN/SCARF1/CTNNA1/CEBPB/CFLAR/PRMT5/ULK1/GLI3/TGFBR2/SPP1/LCP1/ADAM15/ADM/PPP3CA/IGF2R/F7/CPQ/IFRD1/NDEL1/KIAA0319	24	PPI_node
GO:0002440	GO:0002440	production of molecular mediator of immune response	37/1376	333/18903	0.00673966749942261	0.0370261694838845	0.0264117968413564	TLR4/PTPRC/CD36/TGFB1/CCR2/NOD2/NLRP3/IL1R1/BCL6/SYK/TLR9/MYD88/TNFRSF1B/HLA-E/CLEC7A/NLRX1/MAPKAPK2/LAPTM5/TNFSF13/CR1/BCL10/TREM1/CD55/ARID5A/TMBIM6/UBE2J1/HFE/PLCG2/JAK3/IRAK3/LILRB4/IL4R/CLNK/LITAF/F2RL1/POLL/SLC15A4	37	PPI_node
GO:1903034	GO:1903034	regulation of response to wounding	22/1376	172/18903	0.00695417096272751	0.0380586433776778	0.0271482891954667	ABAT/IGF1R/PTEN/CD36/GRN/SCARF1/PLAUR/PLAU/ALOX5/SPP1/NFE2L2/PRKCD/CLEC7A/CEACAM1/CRK/SH2B3/F7/NDEL1/THBD/KIAA0319/F12/F2RL1	22	PPI_node
